tracking_id	locus	nearest_ref_id	class_code	transcript_length	T1a	T1b	T2	T3	N1	N2
Gene_00354	chr1:111435012-111435153	NM_001040033	c		0	1	1	0	0	0
Gene_00355	chr1:111440427-111440472	NM_001040033	e		77	57	178	312	79	86
Gene_00356	chr1:111441882-111441924	NM_001040033	c		0	1	0	0	0	0
Gene_00357	chr1:111442074-111442298	NM_001040033	c		2	0	4	0	8	6
Gene_00358	chr1:111682883-111690491	NM_006090	c		229	134	630	255	405	239
Gene_00359	chr1:111690549-111690609	NM_006090	c		72	103	524	525	360	154
Gene_00360	chr1:111703781-111703913	NM_006090	c		126	45	531	49	105	51
Gene_00361	chr1:112002135-112002191	NM_001688	c		290	146	274	107	313	116
Gene_00362	chr1:112003531-112003629	NM_001688	c		421	559	2466	827	1848	949
Gene_00363	chr1:112018635-112019491	NM_174896	e		21	11	36	43	41	12
Gene_00364	chr1:112019967-112020028	NM_174896	c		134	62	126	46	98	77
Gene_00365	chr1:112020634-112020820	NM_174896	c		20	27	75	54	47	33
Gene_00366	chr1:112020962-112021101	NM_174896	c		0	0	0	0	0	1
Gene_00367	chr1:112162506-112162558	NM_001010935	.		2774	2579	4870	5716	4622	3204
Gene_00368	chr1:112240075-112246102	NM_001010935	.		192	92	246	3	70	11
Gene_00369	chr1:112246976-112247093	NM_001010935	.		1109	1254	0	32	784	194
Gene_00370	chr1:112251769-112275235	NM_001010935	c		1	0	5	2	6	0
Gene_00371	chr1:112251769-112275235	NM_001010935	c		0	1	29	0	0	2
Gene_00372	chr1:112302074-112302133	NM_007204	c		78	27	194	18	129	45
Gene_00373	chr1:112305529-112308464	NM_007204	c		99	64	78	23	5	28
Gene_00374	chr1:112998744-112999005	NM_018704	c		28	39	24	126	55	33
Gene_00375	chr1:113192036-113196245	NM_006135	e		37	19	69	77	58	73
Gene_00376	chr1:113212615-113213475	NM_006135	c		85	73	417	153	335	236
Gene_00377	chr1:113212615-113213475	NM_006135	c		89	115	229	415	209	126
Gene_00378	chr1:113213924-113214230	NM_006135	c		35	38	37	72	24	31
Gene_00379	chr1:114483087-114483153	NM_152696	c		92	87	311	640	438	171
Gene_00380	chr1:114483375-114483442	NM_152696	c		46	27	158	6	41	28
Gene_00381	chr1:114483616-114483800	NM_152696	c		20	9	51	69	29	15
Gene_00382	chr1:114495459-114495514	NM_152696	.		30	21	59	99	212	25
Gene_00383	chr1:114498225-114499330	NM_181358	c		5	26	4	6	56	62
Gene_00384	chr1:114515696-114515854	NM_181358	c		84	63	223	145	106	112
Gene_00385	chr1:114516753-114516871	NM_181358	c		0	0	0	0	0	87
Gene_00386	chr1:114517463-114517992	NM_181358	c		18	25	270	29	72	72
Gene_00387	chr1:114517463-114517992	NM_181358	c		105	88	236	79	154	142
Gene_00388	chr1:114518610-114518989	NM_181358	c		13	8	20	18	22	7
Gene_00389	chr1:114519053-114519166	NM_181358	c		138	94	169	79	192	79
Gene_00390	chr1:116577852-116577892	NM_018420	c		38	40	73	231	64	12
Gene_00391	chr1:116609677-116609788	NM_018420	c		124	161	209	202	119	143
Gene_00392	chr1:116929913-116930058	NM_001160234	.		81	100	183	72	282	185
Gene_00393	chr1:116943510-116947094	NM_001160234	c		245	62	14	27	14	30
Gene_00394	chr1:116943510-116947094	NM_001160234	c		0	1	0	0	0	0
Gene_00395	chr1:117297431-117297492	NM_001767	c		54	32	434	82	109	66
Gene_00396	chr1:117307142-117307182	NM_001767	c		3	0	0	0	0	0
Gene_00397	chr1:117617635-117617692	NM_003594	c		44	62	118	101	35	59
Gene_00398	chr1:117618264-117618392	NM_003594	c		0	0	1	0	0	0
Gene_00399	chr1:117963204-117963276	NM_006699	e		14	4	5	7	1	4
Gene_00400	chr1:117984857-118003175	NM_006699	c		222	145	81	86	17	22
Gene_00401	chr1:118164936-118170680	NM_017709	c		6	11	8	24	63	40
Gene_00402	chr1:118164936-118170680	NM_017709	c		7	4	23	20	0	9
Gene_00403	chr1:118164936-118170680	NM_017709	c		3	1	7	0	5	1
Gene_00404	chr1:118164936-118170680	NM_017709	c		0	0	3	0	0	0
Gene_00405	chr1:118164936-118170680	NM_017709	c		28	44	111	52	77	37
Gene_00406	chr1:118164936-118170680	NM_017709	c		20	22	94	69	19	22
Gene_00407	chr1:118164936-118170680	NM_017709	c		0	0	2	0	0	0
Gene_00408	chr1:118164936-118170680	NM_017709	c		4	0	1	0	1	0
Gene_00409	chr1:118164936-118170680	NM_017709	c		383	191	1422	1135	743	1052
Gene_00410	chr1:118164936-118170680	NM_017709	c		1	2	68	29	5	2
Gene_00411	chr1:118170847-118170924	NM_017709	c		1	0	2	0	0	2
Gene_00412	chr1:118495573-118495616	NM_006784	c		0	3	0	0	0	1
Gene_00413	chr1:120492479-120501394	NM_024408	i		31	46	139	47	47	57
Gene_00414	chr1:121313010-121313115	NR_003955	c		75	74	222	458	215	167
Gene_00415	chr1:145116361-145116958	NM_004892	c		133	97	151	400	94	230
Gene_00416	chr1:145116361-145116958	NM_004892	c		8	4	21	3	2	5
Gene_00417	chr1:145283656-145283914	NM_203458	c		25	57	157	281	64	40
Gene_00418	chr1:145284078-145284231	NM_203458	c		109	88	415	336	210	75
Gene_00419	chr1:145427942-145441399	NM_006472	o		1	2	2	0	2	2
Gene_00420	chr1:145427942-145441399	NM_006472	c		0	0	0	0	0	1
Gene_00421	chr1:145427942-145441399	NM_006472	c		1	2	3	27	0	10
Gene_00422	chr1:145441476-145442448	NM_006472	c		104	39	336	48	152	204
Gene_00423	chr1:145441476-145442448	NM_006472	c		9	1	8	0	15	23
Gene_00424	chr1:145441476-145442448	NM_006472	c		1819	1036	5943	4846	3090	3424
Gene_00425	chr1:145441476-145442448	NM_006472	c		376	308	1727	1139	734	925
Gene_00426	chr1:145501896-145511751	NM_005105	o		893	696	2069	2149	2490	2023
Gene_00427	chr1:145522835-145522990	NM_003846	c		4	0	12	0	3	12
Gene_00428	chr1:145523044-145523530	NM_003846	c		0	0	1	2	0	0
Gene_00429	chr1:145523044-145523530	NM_003846	c		2	0	0	36	279	206
Gene_00430	chr1:145578150-145578386	NM_006099	c		22	72	1	0	6	0
Gene_00431	chr1:147097444-147097624	NM_004326	c		18	70	52	87	398	16
Gene_00432	chr1:149291362-149291402	NR_027002	c		9	12	43	6	37	5
Gene_00433	chr1:149291503-149291632	NR_027002	c		34	22	54	50	49	88
Gene_00434	chr1:149858491-149858592	NM_003517	c		12	7	13	11	26	8
Gene_00435	chr1:150128256-150128369	NM_016274	e		38	42	96	115	236	72
Gene_00436	chr1:150280568-150280776	NM_031901	c		32	23	55	13	422	63
Gene_00437	chr1:150297349-150297548	NM_004698	e		23	10	0	0	278	206
Gene_00438	chr1:150418710-150418852	NM_015203	c		0	1	0	0	25	215
Gene_00439	chr1:150443988-150444112	NM_015203	c		59	69	205	65	143	94
Gene_00440	chr1:150444179-150444391	NM_015203	c		322	196	557	808	1109	898
Gene_00441	chr1:150445840-150445994	NM_015203	c		15	3	69	51	8	28
Gene_00442	chr1:150921683-150921739	NM_001145415	c		9	0	11	7	20	33
Gene_00443	chr1:150936104-150936146	NM_001145415	c		0	0	0	0	0	1
Gene_00444	chr1:150936200-150936241	NM_001145415	e		113	132	223	343	495	145
Gene_00445	chr1:151023656-151023698	NM_017860	c		4	9	20	18	78	24
Gene_00446	chr1:151023799-151023839	NM_017860	c		25	26	94	60	72	38
Gene_00447	chr1:151090608-151090700	NM_144618	c		48	1	663	1	0	0
Gene_00448	chr1:151090897-151091006	NM_144618	.		52	32	44	31	18	25
Gene_00449	chr1:151141524-151141567	NM_024041	c		103	83	414	256	611	515
Gene_00450	chr1:151264232-151264290	NM_020832	c		11	16	9	32	11	29
Gene_00451	chr1:151665407-151665469	NM_030918	c		618	481	1231	2886	292	229
Gene_00452	chr1:151666231-151666413	NM_030918	c		77	43	235	107	57	184
Gene_00453	chr1:151666720-151667193	NM_030918	c		0	0	10	70	16	15
Gene_00454	chr1:153330772-153330838	NM_002965	c		92	71	67	41	316	157
Gene_00455	chr1:153333456-153333500	NM_002965	c		0	0	5	0	0	0
Gene_00456	chr1:153615769-153615891	NM_015607	c		4	3	0	0	0	1
Gene_00457	chr1:153617597-153617724	NM_015607	c		84	62	53	4	92	123
Gene_00458	chr1:153963234-153963327	NM_001030	e		2	0	56	213	52	40
Gene_00459	chr1:154207070-154207208	NM_001127320	c		1	1	3	3	2	1
Gene_00460	chr1:154207677-154207748	NM_001127320	c		275	210	729	788	1216	589
Gene_00461	chr1:154226377-154227384	NM_001127320	c		143	82	33	84	18	15
Gene_00462	chr1:154227624-154228223	NM_001127320	c		0	0	1	0	0	0
Gene_00463	chr1:154248186-154248263	NM_001018837	c		23	40	36	53	11	4
Gene_00464	chr1:154323666-154323720	NM_020452	c		51	24	131	92	49	91
Gene_00465	chr1:156109686-156109849	NM_170708	.		24	11	136	10	18	37
Gene_00466	chr1:156180860-156180991	NM_014655	c		14	5	49	52	51	73
Gene_00467	chr1:156181080-156181303	NM_014655	c		155	20	185	19	89	133
Gene_00468	chr1:158813065-158815534	NM_002432	c		5	28	7	8	14	15
Gene_00469	chr1:158815686-158817698	NM_002432	c		0	0	0	0	0	3
Gene_00470	chr1:158818972-158819065	NM_002432	c		77	128	292	80	319	119
Gene_00471	chr1:158908246-158908291	NM_198930	c		59	67	60	40	196	74
Gene_00472	chr1:158913623-158913663	NM_198930	c		15	12	34	2	16	47
Gene_00473	chr1:158914721-158914789	NM_198930	c		53	77	139	247	256	136
Gene_00474	chr1:158985661-158985740	NM_005531	.		1	0	0	0	0	1
Gene_00475	chr1:158990146-158990311	NM_005531	c		205	424	592	581	627	141
Gene_00476	chr1:159002329-159002455	NM_005531	.		1	0	15	10	8	3
Gene_00477	chr1:160181260-160181402	NM_003768	c		0	0	3	0	0	0
Gene_00478	chr1:160182897-160183018	NM_003768	e		10	1	98	17	0	111
Gene_00479	chr1:160183885-160184407	NM_003768	c		0	0	4	0	0	0
Gene_00480	chr1:160184431-160184547	NM_003768	c		97	128	56	29	100	22
Gene_00481	chr1:160184791-160185157	NM_003768	.		9	17	21	2	40	10
Gene_00482	chr1:160287188-160287484	NR_002190	c		2	4	1	7	9	18
Gene_00483	chr1:160588185-160595669	-	-		100	193	563	509	429	106
Gene_00484	chr1:160723858-160737117	NM_021181	c		2	0	4	0	14	4
Gene_00485	chr1:160723858-160737117	NM_021181	c		26	8	51	15	33	32
Gene_00486	chr1:161127054-161127949	NM_016406	.		4	2	111	28	1	7
Gene_00487	chr1:161128201-161128622	NM_016406	c		6	2	5	4	10	3
Gene_00488	chr1:161128201-161128622	NM_016406	c		0	2	1	0	0	1
Gene_00489	chr1:161184059-161184180	NM_004550	c		205	169	275	84	166	180
Gene_00490	chr1:161187801-161187853	NM_004106	c		47	34	209	192	345	266
Gene_00491	chr1:161188708-161189016	NM_004106	c		1418	832	1274	1977	2827	3082
Gene_00492	chr1:161479738-161479824	NM_021642	c		40	34	521	494	213	118
Gene_00493	chr1:161488848-161489164	NM_021642	c		1289	1249	1333	752	3243	783
Gene_00494	chr1:162482570-162487978	NM_175866	.		3460	3496	13708	4549	4319	2568
Gene_00495	chr1:162492297-162492461	NM_175866	c		0	0	2	9	0	3
Gene_00496	chr1:162492546-162492599	NM_175866	c		781	495	486	682	639	294
Gene_00497	chr1:162492973-162493307	NM_175866	c		8	8	23	10	13	5
Gene_00498	chr1:162493376-162493574	NM_175866	c		44	27	126	81	39	41
Gene_00499	chr1:162557263-162557441	NM_003115	c		27	10	63	169	67	37
Gene_00500	chr1:162735790-162735845	NM_001014796	o		0	0	0	0	0	1
Gene_00501	chr1:164761749-164761974	NM_002585	c		117	84	148	472	656	157
Gene_00502	chr1:164776796-164776848	NM_002585	c		50	61	66	12	95	59
Gene_00503	chr1:164818480-164818593	NM_002585	c		65	26	122	65	178	38
Gene_00504	chr1:166822990-166823082	NM_017542	c		23	50	101	66	50	77
Gene_00505	chr1:166823143-166823204	NM_017542	c		25	32	127	60	53	69
Gene_00506	chr1:167381215-167381281	NM_002697	c		0	0	0	0	1	0
Gene_00507	chr1:167666898-167667039	NM_052862	c		139	201	123	162	294	192
Gene_00508	chr1:167675022-167675262	NM_052862	c		519	265	7	125	4	11
Gene_00509	chr1:167758061-167758102	NM_001146191	c		3539	2865	4132	7618	8142	3394
Gene_00510	chr1:168165836-168168216	NM_152902	c		287	147	162	286	282	309
Gene_00511	chr1:168283366-168283497	NM_005149	c		2	6	10	67	62	68
Gene_00512	chr1:169337422-169337473	NM_003666	c		0	0	0	0	0	2
Gene_00513	chr1:169351330-169351370	NM_003666	c		14	17	35	102	46	20
Gene_00514	chr1:170706792-170707228	NM_022716	c		149	101	161	191	125	190
Gene_00515	chr1:171293377-171293419	NM_002022	c		0	0	0	0	0	15
Gene_00516	chr1:171484954-171484994	NM_015172	c		112	63	162	293	127	68
Gene_00517	chr1:171494003-171502062	NM_015172	c		2	2	46	6	2	9
Gene_00518	chr1:171509674-171509888	NM_015172	c		68	20	92	84	38	14
Gene_00519	chr1:171510079-171510316	NM_015172	c		4	0	1	0	0	2
Gene_00520	chr1:171510319-171511352	NM_015172	c		42	29	43	16	63	44
Gene_00521	chr1:171510319-171511352	NM_015172	c		1	0	1	9	1	5
Gene_00522	chr1:171514613-171519326	NM_015172	c		152	146	202	226	397	81
Gene_00523	chr1:171526449-171527126	NM_015172	c		104	75	206	59	18	53
Gene_00524	chr1:171530158-171530214	NM_015172	c		262	273	366	720	958	238
Gene_00525	chr1:171535375-171535478	NM_015172	c		679	481	1320	1784	1354	1526
Gene_00526	chr1:171556830-171556870	NM_015172	c		2	0	3	10	2	1
Gene_00527	chr1:171561401-171561800	NM_015172	c		42	2	60	24	52	26
Gene_00528	chr1:171561401-171561800	NM_015172	c		2	2	10	14	22	3
Gene_00529	chr1:171956845-171956919	NM_001136127	c		135	110	165	135	57	125
Gene_00530	chr1:172525046-172525130	NM_014283	c		115	49	141	60	148	183
Gene_00531	chr1:172526796-172526922	NM_014283	c		1360	1243	1999	2081	2408	1136
Gene_00532	chr1:172558159-172558538	NM_014283	c		0	0	1	0	0	0
Gene_00533	chr1:173450539-173451117	NM_004905	i		8	8	18	15	12	8
Gene_00534	chr1:173754732-173754956	NM_014458	c		0	0	0	0	0	2
Gene_00535	chr1:173854794-173854881	NM_001122770	c		6	7	8	1	0	13
Gene_00536	chr1:174188265-174188383	NM_014857	c		1108	1013	346	429	1710	544
Gene_00537	chr1:174190175-174190287	NM_014857	c		569	377	1550	1441	1291	914
Gene_00538	chr1:174926590-174948009	-	-		82	47	378	222	1296	620
Gene_00539	chr1:174951966-174959172	-	-		19	32	18	22	29	13
Gene_00540	chr1:174951966-174959172	-	-		0	0	3	0	0	0
Gene_00541	chr1:174973755-174973964	NM_001007214	c		225	126	917	320	186	177
Gene_00542	chr1:174979128-174979308	NM_001007214	c		3	0	9	0	0	3
Gene_00543	chr1:178777187-178777230	NM_152663	c		81	54	119	84	211	68
Gene_00544	chr1:178886057-178886222	NM_152663	c		16	21	115	104	18	61
Gene_00545	chr1:179041772-179041973	NM_014864	c		54	71	184	173	160	77
Gene_00546	chr1:179887649-179887710	NM_015602	c		70	60	223	547	153	196
Gene_00547	chr1:179887937-179888016	NM_015602	c		1465	916	3799	4144	2757	2716
Gene_00548	chr1:179888326-179888448	NM_015602	c		33	26	75	43	115	56
Gene_00549	chr1:179965937-179966107	NM_014810	c		5	8	104	2	0	3
Gene_00550	chr1:179972326-179981104	NM_014810	c		2	6	3	10	14	7
Gene_00551	chr1:179989753-179989810	NM_014810	c		62	17	16	1	80	105
Gene_00552	chr1:180022952-180022992	NM_014810	c		149	167	123	576	454	52
Gene_00553	chr1:180047696-180047736	NM_014810	c		0	0	6	0	0	1
Gene_00554	chr1:180062653-180062693	NM_014810	c		38	40	103	89	36	44
Gene_00555	chr1:180082105-180089805	NM_014810	c		116	114	281	107	355	107
Gene_00556	chr1:180082105-180089805	NM_014810	c		27	17	87	164	94	110
Gene_00557	chr1:180601321-180601376	NM_004736	.		0	0	3	0	0	1
Gene_00558	chr1:181059252-181059311	NM_016545	c		26	2	7	1	7	12
Gene_00559	chr1:181059378-181059418	NM_016545	c		10	6	2	0	72	39
Gene_00560	chr1:182775357-182775445	NM_030769	e		634	594	2171	1325	2551	904
Gene_00561	chr1:182798210-182798253	NM_030769	c		4	5	26	0	3	5
Gene_00562	chr1:182798546-182798672	NM_030769	o		32314	29693	66140	17973	47994	30878
Gene_00563	chr1:182829133-182829321	NM_001357	e		4	17	28	4	16	21
Gene_00564	chr1:182835631-182835698	NM_001357	c		27	18	1	0	1	0
Gene_00565	chr1:182841489-182841707	NM_001357	c		92	67	334	47	111	129
Gene_00566	chr1:183111682-183112295	NM_002293	c		3	1	10	3	0	2
Gene_00567	chr1:183111682-183112295	NM_002293	c		0	1	0	0	0	3
Gene_00568	chr1:183511249-183519948	NM_173156	c		42	13	194	104	199	145
Gene_00569	chr1:183511249-183519948	NM_201569	c		338	185	982	647	819	566
Gene_00570	chr1:183511249-183519948	NM_201569	c		5	2	5	8	7	22
Gene_00571	chr1:183522745-183523063	NM_201569	c		33	22	10	41	58	88
Gene_00572	chr1:184476718-184476807	NM_030806	.		1	0	14	4	7	2
Gene_00573	chr1:184588647-184588828	NM_030806	e		0	3	1	3	0	0
Gene_00574	chr1:185129996-185130041	NM_017673	c		3	0	84	164	43	17
Gene_00575	chr1:186283084-186283163	NM_005807	c		4	1	5	0	3	0
Gene_00576	chr1:192150485-192153506	NM_130782	c		17	11	23	0	19	21
Gene_00577	chr1:192153751-192153791	NM_130782	c		101	49	162	32	123	102
Gene_00578	chr1:192154540-192154745	NM_130782	c		14	4	62	40	13	8
Gene_00579	chr1:192778190-192779364	NM_002923	c		106	72	328	286	356	144
Gene_00580	chr1:192778190-192779364	NM_002923	.		0	0	1	0	0	0
Gene_00581	chr1:192779509-192779549	NM_002923	c		134	91	504	155	595	676
Gene_00582	chr1:192780026-192780315	NM_002923	i		15	6	15	11	34	23
Gene_00583	chr1:192780026-192780315	NM_002923	.		122	342	612	224	468	160
Gene_00584	chr1:192780604-192780657	NM_002923	c		164	158	285	23	148	107
Gene_00585	chr1:192780932-192781372	NM_002923	c		50	49	397	726	92	89
Gene_00586	chr1:193038305-193038446	NM_001042369	c		37	8	64	1	49	4
Gene_00587	chr1:193038521-193038755	NM_001042369	c		1	0	0	5	0	2
Gene_00588	chr1:193053706-193053998	NM_001042370	c		1	0	2	0	0	2
Gene_00589	chr1:193054517-193054696	NM_004600	c		120	144	546	488	272	165
Gene_00590	chr1:193055495-193055648	NM_001042369	i		5	2	7	18	0	3
Gene_00591	chr1:193094259-193094300	NM_024529	.		5	7	3	21	23	8
Gene_00592	chr1:193111032-193119490	NM_024529	c		98	60	258	220	290	116
Gene_00593	chr1:193111032-193119490	NM_024529	c		0	0	0	0	0	1
Gene_00594	chr1:193172920-193172965	NM_024529	.		0	0	1	0	0	0
Gene_00595	chr1:193220488-193220774	NM_024529	c		0	0	2	1	1	7
Gene_00596	chr1:193221054-193221158	NM_024529	c		66	98	356	383	401	139
Gene_00597	chr1:193221704-193221793	NM_024529	c		0	0	44	31	10	5
Gene_00598	chr1:193221897-193221942	NM_024529	c		0	0	0	0	1	0
Gene_00599	chr1:198289229-198289270	NM_133494	c		83	54	254	173	194	187
Gene_00600	chr1:198289357-198289465	NM_133494	c		0	0	90	8	9	52
Gene_00601	chr1:198289965-198290250	NM_133494	c		2	0	1	0	13	0
Gene_00602	chr1:198289965-198290250	NM_133494	c		25	25	62	31	23	32
Gene_00603	chr1:198291002-198291200	NM_133494	c		5	5	26	21	0	4
Gene_00604	chr1:198291224-198291264	NM_133494	c		5	6	14	26	0	2
Gene_00605	chr1:198608379-198608427	NM_080923	c		238	183	355	1043	901	451
Gene_00606	chr1:198665853-198665909	NM_080922	c		0	0	9	0	1	2
Gene_00607	chr1:198668809-198672442	NM_002838	c		212	155	1230	673	616	373
Gene_00608	chr1:198682088-198682183	NM_080922	c		390	263	2932	1675	676	492
Gene_00609	chr1:198685924-198685964	NM_080922	c		0	7	2	0	13	6
Gene_00610	chr1:198697474-198697522	NM_080922	c		6	5	11	0	4	4
Gene_00611	chr1:198703489-198704304	NM_080922	c		312	308	1996	1365	1689	764
Gene_00612	chr1:198711016-198711056	NM_080922	c		3	2	4	14	21	5
Gene_00613	chr1:198711365-198711477	NM_080922	c		1	0	13	87	4	32
Gene_00614	chr1:198721399-198721469	NM_080922	c		0	0	19	26	13	8
Gene_00615	chr1:198721769-198721903	NM_080922	c		26	6	127	45	54	18
Gene_00616	chr1:198723411-198725112	NM_080922	c		323	238	850	854	908	558
Gene_00617	chr1:198725549-198725637	NM_080922	c		0	1	1	0	1	0
Gene_00618	chr1:198725692-198725790	NM_080922	c		0	0	0	0	0	1
Gene_00619	chr1:198725983-198726097	NM_080922	c		2	0	0	0	0	7
Gene_00620	chr1:200012927-200013008	NM_205860	c		415	410	62	1010	28	233
Gene_00621	chr1:200821675-200822602	NM_203459	c		31	18	65	12	45	29
Gene_00622	chr1:201177787-201177827	NM_001164586	c		3	5	4	0	7	2
Gene_00623	chr1:201179669-201180510	NM_001164586	c		1	0	2	0	0	0
Gene_00624	chr1:201180917-201181018	NM_001164586	c		574	752	2706	1389	1468	731
Gene_00625	chr1:201791020-201791123	NM_001167738	c		1	15	9	83	5	6
Gene_00626	chr1:201816678-201816733	NM_018085	e		49	42	344	401	251	77
Gene_00627	chr1:201926405-201926501	NM_006335	e		36	22	19	0	26	86
Gene_00628	chr1:202550277-202565466	NM_032103	c		0	0	0	0	1	0
Gene_00629	chr1:203275972-203278251	NM_006763	c		64	4	86	4	26	26
Gene_00630	chr1:203277244-203277583	NM_006763	c		58	26	246	30	88	42
Gene_00631	chr1:203277244-203277583	NM_006763	c		14	44	72	89	71	38
Gene_00632	chr1:203278087-203278318	NM_006763	c		2	3	2	5	4	2
Gene_00633	chr1:203711484-203711780	NM_001001396	c		230	340	1455	2696	1544	719
Gene_00634	chr1:203711826-203712044	NM_001001396	c		0	0	0	1	0	0
Gene_00635	chr1:203712247-203712526	NM_001001396	c		309	286	1285	1112	972	985
Gene_00636	chr1:203744253-203744354	NM_017773	c		3	6	3	39	13	5
Gene_00637	chr1:203764876-203764923	NM_014827	e		2	0	6	3	3	1
Gene_00638	chr1:203816244-203816751	NM_014827	c		18	1	17	0	0	1
Gene_00639	chr1:203839111-203839167	NM_003094	c		206	256	410	242	335	128
Gene_00640	chr1:204495515-204495555	NR_024171	c		15	1	26	2	7	3
Gene_00641	chr1:204513662-204518414	NR_024171	c		28	31	52	45	76	24
Gene_00642	chr1:204518562-204518716	NR_024171	c		4	3	3	6	0	2
Gene_00643	chr1:205242046-205242092	NM_014858	c		6	6	4	1	16	11
Gene_00644	chr1:205242351-205242435	NM_014858	c		0	1	3	4	0	4
Gene_00645	chr1:206760459-206760513	NM_182665	c		2	0	30	143	28	24
Gene_00646	chr1:206761512-206761665	NM_182665	c		2	4	6	0	0	8
Gene_00647	chr1:206761909-206761994	NM_182665	c		41	39	163	101	88	47
Gene_00648	chr1:207495864-207499066	NM_001114752	e		88	51	139	277	130	68
Gene_00649	chr1:207495864-207499066	NM_001114752	c		1	0	6	0	0	0
Gene_00650	chr1:207495864-207499066	NM_001114752	.		354	287	577	420	1467	440
Gene_00651	chr1:207504458-207510383	NM_001114752	c		586	491	1997	6175	2857	1315
Gene_00652	chr1:207504458-207510383	NM_001114752	c		135	152	129	259	97	49
Gene_00653	chr1:207504458-207510383	NM_001114752	i		70	76	160	24	0	2
Gene_00654	chr1:207510672-207510712	NM_001114752	e		17	10	85	62	105	36
Gene_00655	chr1:207533104-207533160	NM_001114752	c		3	4	8	4	1	4
Gene_00656	chr1:207934700-207934790	NM_172352	.		9	2	28	8	7	11
Gene_00657	chr1:207940446-207940522	NM_172352	c		15	24	44	36	138	80
Gene_00658	chr1:207956634-207966920	NM_172352	e		2	0	31	11	0	6
Gene_00659	chr1:207956634-207966920	NM_172352	.		3	4	12	0	46	7
Gene_00660	chr1:207967030-207967173	NM_172352	c		4	3	2	0	0	4
Gene_00661	chr1:207968021-207968100	NM_172352	c		105	85	239	301	379	164
Gene_00662	chr1:207968222-207968437	NM_172352	c		58	38	70	0	39	49
Gene_00663	chr1:210025015-210025059	NM_014388	c		0	0	0	0	10	1
Gene_00664	chr1:211451540-211452633	NM_018254	e		39	50	71	52	110	21
Gene_00665	chr1:211462557-211462694	NM_018254	c		2	0	2	0	490	209
Gene_00666	chr1:211486765-211487169	NM_018254	.		54	45	440	381	201	250
Gene_00667	chr1:211486765-211487169	NM_018254	c		0	0	1	0	0	0
Gene_00668	chr1:211487308-211487348	NM_018254	c		134	106	229	148	79	35
Gene_00669	chr1:211488594-211488661	NM_018254	c		49	31	93	272	76	53
Gene_00670	chr1:211546073-211546152	NM_001033910	c		96	81	121	94	239	126
Gene_00671	chr1:211605727-211605778	NR_026761	c		9	17	12	14	13	25
